measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Kent,Female,45 to 49,Years,2000,36.85166535,37.19977845,36.53033915
Life expectancy,Kent,Both,45 to 49,Years,2000,35.21733607,35.46345892,34.96181659
Life expectancy,Kent,Male,50 to 54,Years,2000,28.81380156,29.17845654,28.45448302
Life expectancy,Kent,Female,50 to 54,Years,2000,32.16508111,32.49989543,31.85674767
Life expectancy,Kent,Both,50 to 54,Years,2000,30.59781894,30.83463971,30.35177298
Life expectancy,Kent,Male,55 to 59,Years,2000,24.40577036,24.74904644,24.06852094
Life expectancy,Kent,Female,55 to 59,Years,2000,27.64723835,27.96261665,27.35770362
Life expectancy,Kent,Both,55 to 59,Years,2000,26.14095085,26.36507371,25.9100072
Life expectancy,Kent,Male,60 to 64,Years,2000,20.17569097,20.49106105,19.86687025
Life expectancy,Kent,Female,60 to 64,Years,2000,23.28583791,23.57707574,23.01946874
Life expectancy,Kent,Both,60 to 64,Years,2000,21.85537283,22.06195629,21.64381653
Life expectancy,Kent,Male,65 to 69,Years,2000,16.28774544,16.56928656,16.0135333
Life expectancy,Kent,Female,65 to 69,Years,2000,19.06435164,19.32964019,18.82277781
Life expectancy,Kent,Both,65 to 69,Years,2000,17.82070594,18.00552676,17.63108519
Life expectancy,Kent,Male,70 to 74,Years,2000,12.70699448,12.94869288,12.47193394
Life expectancy,Kent,Female,70 to 74,Years,2000,15.17031999,15.40554079,14.95688118
Life expectancy,Kent,Both,70 to 74,Years,2000,14.10693149,14.26716894,13.94143291
Life expectancy,Kent,Male,75 to 79,Years,2000,9.598525871,9.793540605,9.40876013
Life expectancy,Kent,Female,75 to 79,Years,2000,11.61274842,11.81317856,11.43102764
Life expectancy,Kent,Both,75 to 79,Years,2000,10.79478867,10.92506326,10.65866015
Life expectancy,Kent,Male,<1 year,Years,2000,76.55759495,76.97593817,76.12967247
Life expectancy,Kent,Female,<1 year,Years,2000,80.64640526,81.02963613,80.2906343
Life expectancy,Kent,Both,<1 year,Years,2000,78.69486896,78.97219388,78.41872654
Life expectancy,Kent,Male,80 to 84,Years,2000,7.221133169,7.365833546,7.081324344
Life expectancy,Kent,Female,80 to 84,Years,2000,8.611236473,8.77096335,8.467024271
Life expectancy,Kent,Both,80 to 84,Years,2000,8.102197339,8.205388498,7.995108105
Life expectancy,Kent,Male,85 to 89,Years,2000,5.031712295,5.130930327,4.937266367
Life expectancy,Kent,Female,85 to 89,Years,2000,6.008947397,6.133810872,5.896819368
Life expectancy,Kent,Both,85 to 89,Years,2000,5.708073026,5.794001692,5.624283586
Life expectancy,Kent,Male,90 to 94,Years,2000,3.643230986,3.715956927,3.573262381
Life expectancy,Kent,Female,90 to 94,Years,2000,4.184110555,4.269873605,4.107918736
Life expectancy,Kent,Both,90 to 94,Years,2000,4.054278618,4.119221605,3.993470532
Life expectancy,Brighton and Hove,Male,1 to 4,Years,2000,73.91221707,74.47624255,73.34481972
Life expectancy,Brighton and Hove,Female,1 to 4,Years,2000,79.29581941,79.84032081,78.71786304
Life expectancy,Brighton and Hove,Both,1 to 4,Years,2000,76.65133894,77.0730631,76.23353799
Life expectancy,Brighton and Hove,Male,5 to 9,Years,2000,69.98426934,70.55226912,69.41987356
Life expectancy,Brighton and Hove,Female,5 to 9,Years,2000,75.38807952,75.93603429,74.80662162
Life expectancy,Brighton and Hove,Both,5 to 9,Years,2000,72.73307479,73.15229797,72.31633441
Life expectancy,Brighton and Hove,Male,10 to 14,Years,2000,65.02802261,65.59817276,64.46124519
Life expectancy,Brighton and Hove,Female,10 to 14,Years,2000,70.42867344,70.97624746,69.84659182
Life expectancy,Brighton and Hove,Both,10 to 14,Years,2000,67.77547039,68.19302829,67.36092288
Life expectancy,Brighton and Hove,Male,15 to 19,Years,2000,60.10705409,60.6756602,59.5397873
Life expectancy,Brighton and Hove,Female,15 to 19,Years,2000,65.46886421,66.01572704,64.88875339
Life expectancy,Brighton and Hove,Both,15 to 19,Years,2000,62.83587789,63.25085425,62.42372332
Life expectancy,Brighton and Hove,Male,20 to 24,Years,2000,55.2217369,55.78557352,54.65747863
Life expectancy,Brighton and Hove,Female,20 to 24,Years,2000,60.53900431,61.08386989,59.96291512
Life expectancy,Brighton and Hove,Both,20 to 24,Years,2000,57.92760781,58.33849025,57.51781141
Life expectancy,Brighton and Hove,Male,25 to 29,Years,2000,50.51116301,51.06486745,49.95731643
Life expectancy,Brighton and Hove,Female,25 to 29,Years,2000,55.63144127,56.17097205,55.06159893
Life expectancy,Brighton and Hove,Both,25 to 29,Years,2000,53.11733492,53.52159145,52.71226208
Life expectancy,Brighton and Hove,Male,30 to 34,Years,2000,45.78680727,46.3335694,45.23978716
Life expectancy,Brighton and Hove,Female,30 to 34,Years,2000,50.72210312,51.25541268,50.15911296
Life expectancy,Brighton and Hove,Both,30 to 34,Years,2000,48.30893802,48.70704707,47.90765784
Life expectancy,Brighton and Hove,Male,35 to 39,Years,2000,41.09856854,41.63743388,40.55938837
Life expectancy,Brighton and Hove,Female,35 to 39,Years,2000,45.84686314,46.37232882,45.29247901
Life expectancy,Brighton and Hove,Both,35 to 39,Years,2000,43.53716557,43.92814824,43.14047516
Life expectancy,Brighton and Hove,Male,40 to 44,Years,2000,36.47292394,36.99961957,35.94561346
Life expectancy,Brighton and Hove,Female,40 to 44,Years,2000,41.01866972,41.53371176,40.47602579
Life expectancy,Brighton and Hove,Both,40 to 44,Years,2000,38.8214384,39.20461513,38.43145058
Life expectancy,Brighton and Hove,Male,45 to 49,Years,2000,31.94900708,32.4574982,31.44034556
Life expectancy,Brighton and Hove,Female,45 to 49,Years,2000,36.27646132,36.77693017,35.75041477
Life expectancy,Brighton and Hove,Both,45 to 49,Years,2000,34.20011215,34.57197202,33.82072782
Life expectancy,Brighton and Hove,Male,50 to 54,Years,2000,27.60874607,28.08836145,27.12982406
Life expectancy,Brighton and Hove,Female,50 to 54,Years,2000,31.63392579,32.11395332,31.13013732
Life expectancy,Brighton and Hove,Both,50 to 54,Years,2000,29.72424194,30.07926735,29.36521845
Life expectancy,Brighton and Hove,Male,55 to 59,Years,2000,23.50330527,23.94424406,23.0646682
Life expectancy,Brighton and Hove,Female,55 to 59,Years,2000,27.13314211,27.58592102,26.65973777
Life expectancy,Brighton and Hove,Both,55 to 59,Years,2000,25.44640748,25.77801144,25.11385842
Life expectancy,Brighton and Hove,Male,60 to 64,Years,2000,19.40582581,19.80746917,19.0073344
Life expectancy,Brighton and Hove,Female,60 to 64,Years,2000,22.79827254,23.21573375,22.36302589
Life expectancy,Brighton and Hove,Both,60 to 64,Years,2000,21.24144059,21.54547088,20.93773787
Life expectancy,Brighton and Hove,Male,65 to 69,Years,2000,15.65192567,16.00658923,15.3012365
Life expectancy,Brighton and Hove,Female,65 to 69,Years,2000,18.66381191,19.04212203,18.27227912
Life expectancy,Brighton and Hove,Both,65 to 69,Years,2000,17.3331082,17.60504386,17.05861546
Life expectancy,Brighton and Hove,Male,70 to 74,Years,2000,12.38133075,12.67943365,12.08660247
Life expectancy,Brighton and Hove,Female,70 to 74,Years,2000,14.82921443,15.16422616,14.48401645
Life expectancy,Brighton and Hove,Both,70 to 74,Years,2000,13.80521482,14.04712316,13.56526505
Life expectancy,Brighton and Hove,Male,75 to 79,Years,2000,9.551965398,9.787324212,9.319743289
Life expectancy,Brighton and Hove,Female,75 to 79,Years,2000,11.39858307,11.68297002,11.10662704
Life expectancy,Brighton and Hove,Both,75 to 79,Years,2000,10.68316299,10.88132888,10.48019155
Life expectancy,Brighton and Hove,Male,<1 year,Years,2000,74.46688062,75.02894886,73.9060524
Life expectancy,Brighton and Hove,Female,<1 year,Years,2000,79.88156616,80.42709603,79.31580464
Life expectancy,Brighton and Hove,Both,<1 year,Years,2000,77.21898699,77.64235093,76.79140318
Life expectancy,Brighton and Hove,Male,80 to 84,Years,2000,7.158796987,7.331727541,6.989529322
Life expectancy,Brighton and Hove,Female,80 to 84,Years,2000,8.560248617,8.783846905,8.332084989
Life expectancy,Brighton and Hove,Both,80 to 84,Years,2000,8.07493578,8.230454504,7.913604021
Life expectancy,Brighton and Hove,Male,85 to 89,Years,2000,4.978767115,5.095835988,4.866487172
Life expectancy,Brighton and Hove,Female,85 to 89,Years,2000,6.004093971,6.177678815,5.828768197
Life expectancy,Brighton and Hove,Both,85 to 89,Years,2000,5.691742473,5.813853951,5.566864622
Life expectancy,Brighton and Hove,Male,90 to 94,Years,2000,3.575636871,3.65959282,3.495842327
Life expectancy,Brighton and Hove,Female,90 to 94,Years,2000,4.182069593,4.300493967,4.062488075
Life expectancy,Brighton and Hove,Both,90 to 94,Years,2000,4.029409927,4.117561087,3.939405572
Life expectancy,Medway,Male,1 to 4,Years,2000,74.91848887,75.50073885,74.36839426
Life expectancy,Medway,Female,1 to 4,Years,2000,79.76655528,80.32480297,79.22421183
Life expectancy,Medway,Both,1 to 4,Years,2000,77.406316,77.82195621,77.00629985
Life expectancy,Medway,Male,5 to 9,Years,2000,71.01136348,71.6101925,70.46346621
Life expectancy,Medway,Female,5 to 9,Years,2000,75.85518469,76.41700969,75.31402247
Life expectancy,Medway,Both,5 to 9,Years,2000,73.49755846,73.91141388,73.10019038
Life expectancy,Medway,Male,10 to 14,Years,2000,66.04685394,66.64789971,65.49977383
Life expectancy,Medway,Female,10 to 14,Years,2000,70.89458063,71.45575164,70.35277885
Life expectancy,Medway,Both,10 to 14,Years,2000,68.53499873,68.95079456,68.13538714
Life expectancy,Medway,Male,15 to 19,Years,2000,61.11153018,61.71319993,60.56602925
Life expectancy,Medway,Female,15 to 19,Years,2000,65.93313346,66.49297118,65.39146325
Life expectancy,Medway,Both,15 to 19,Years,2000,63.58762014,64.00286939,63.18729902
Life expectancy,Medway,Male,20 to 24,Years,2000,56.25496792,56.84975722,55.71405517
Life expectancy,Medway,Female,20 to 24,Years,2000,61.00066375,61.55773703,60.4613274
Life expectancy,Medway,Both,20 to 24,Years,2000,58.69565414,59.10904479,58.29723303
Life expectancy,Medway,Male,25 to 29,Years,2000,51.45930957,52.04516653,50.92637307
Life expectancy,Medway,Female,25 to 29,Years,2000,56.08852258,56.64025431,55.55466648
Life expectancy,Medway,Both,25 to 29,Years,2000,53.84420496,54.25360365,53.45135655
Life expectancy,Medway,Male,30 to 34,Years,2000,46.62005517,47.20057863,46.0918445
Life expectancy,Medway,Female,30 to 34,Years,2000,51.17399874,51.71981455,50.64643468
Life expectancy,Medway,Both,30 to 34,Years,2000,48.96776671,49.37336969,48.57858824
Life expectancy,Medway,Male,35 to 39,Years,2000,41.81942676,42.39342475,41.29701493
Life expectancy,Medway,Female,35 to 39,Years,2000,46.29236995,46.83069708,45.772505
Life expectancy,Medway,Both,35 to 39,Years,2000,44.12786117,44.52864825,43.74328435
Life expectancy,Medway,Male,40 to 44,Years,2000,37.09126736,37.654616,36.57852296
Life expectancy,Medway,Female,40 to 44,Years,2000,41.45544697,41.983541,40.94604503
Life expectancy,Medway,Both,40 to 44,Years,2000,39.34940102,39.74284917,38.97237393
Life expectancy,Medway,Male,45 to 49,Years,2000,32.36645258,32.91682157,31.86541956
Life expectancy,Medway,Female,45 to 49,Years,2000,36.70058354,37.21423951,36.20565737
Life expectancy,Medway,Both,45 to 49,Years,2000,34.61172738,34.99501453,34.24397494
Life expectancy,Medway,Male,50 to 54,Years,2000,27.83291137,28.35854542,27.35463859
Life expectancy,Medway,Female,50 to 54,Years,2000,32.04074141,32.53471044,31.56575503
Life expectancy,Medway,Both,50 to 54,Years,2000,30.02279853,30.39049757,29.67170982
Life expectancy,Medway,Male,55 to 59,Years,2000,23.39565214,23.89103331,22.94530483
Life expectancy,Medway,Female,55 to 59,Years,2000,27.51714434,27.98409075,27.06926943
Life expectancy,Medway,Both,55 to 59,Years,2000,25.54915815,25.89665122,25.21818867
Life expectancy,Medway,Male,60 to 64,Years,2000,19.33241562,19.78109934,18.9258365
Life expectancy,Medway,Female,60 to 64,Years,2000,23.15224571,23.58504839,22.73851183
Life expectancy,Medway,Both,60 to 64,Years,2000,21.35921536,21.67392284,21.06007799
Life expectancy,Medway,Male,65 to 69,Years,2000,15.44049026,15.8396906,15.07895624
Life expectancy,Medway,Female,65 to 69,Years,2000,18.98366467,19.37829571,18.60756537
Life expectancy,Medway,Both,65 to 69,Years,2000,17.35837825,17.64059165,17.09128302
Life expectancy,Medway,Male,70 to 74,Years,2000,12.07823889,12.41620335,11.7727693
Life expectancy,Medway,Female,70 to 74,Years,2000,15.11099372,15.46328085,14.7784622
Life expectancy,Medway,Both,70 to 74,Years,2000,13.79056858,14.03242965,13.55530634
Life expectancy,Medway,Male,75 to 79,Years,2000,9.203051158,9.472075329,8.96005295
Life expectancy,Medway,Female,75 to 79,Years,2000,11.6360248,11.93826456,11.35346261
Life expectancy,Medway,Both,75 to 79,Years,2000,10.6618227,10.86861401,10.4600747
Life expectancy,Medway,Male,<1 year,Years,2000,75.50190531,76.09631947,74.95991381
Life expectancy,Medway,Female,<1 year,Years,2000,80.37153991,80.94294411,79.82748618
Life expectancy,Medway,Both,<1 year,Years,2000,77.99820154,78.41778717,77.59817427
Life expectancy,Medway,Male,80 to 84,Years,2000,6.889382711,7.087673889,6.71132614
Life expectancy,Medway,Female,80 to 84,Years,2000,8.746149262,8.985297476,8.522781329
Life expectancy,Medway,Both,80 to 84,Years,2000,8.078596819,8.242981986,7.918881143
Life expectancy,Medway,Male,85 to 89,Years,2000,4.977750511,5.111260477,4.858952859
Life expectancy,Medway,Female,85 to 89,Years,2000,6.147646901,6.334233598,5.972884222
Life expectancy,Medway,Both,85 to 89,Years,2000,5.807489854,5.941303935,5.679743047
Life expectancy,Medway,Male,90 to 94,Years,2000,3.630481011,3.724832525,3.54653494
Life expectancy,Medway,Female,90 to 94,Years,2000,4.280230939,4.408821139,4.159249331
Life expectancy,Medway,Both,90 to 94,Years,2000,4.122956224,4.221332723,4.030632188
Life expectancy,East Sussex,Male,1 to 4,Years,2000,76.48164949,77.00631114,75.98575325
Life expectancy,East Sussex,Female,1 to 4,Years,2000,80.77042227,81.23121984,80.27744625
Life expectancy,East Sussex,Both,1 to 4,Years,2000,78.75844376,79.11899012,78.40169734
Life expectancy,East Sussex,Male,5 to 9,Years,2000,72.53860549,73.05684674,72.04067569
Life expectancy,East Sussex,Female,5 to 9,Years,2000,76.84764196,77.31210259,76.35650904
Life expectancy,East Sussex,Both,5 to 9,Years,2000,74.82527921,75.18343601,74.46669818
Life expectancy,East Sussex,Male,10 to 14,Years,2000,67.58058253,68.09754654,67.08408056
Life expectancy,East Sussex,Female,10 to 14,Years,2000,71.89446495,72.35941601,71.40409079
Life expectancy,South East England,Male,1 to 4,Years,2002,76.97818259,77.18336023,76.76889793
Life expectancy,South East England,Female,1 to 4,Years,2002,81.0358884,81.23834904,80.84241749
Life expectancy,South East England,Both,1 to 4,Years,2002,79.09195246,79.25246549,78.94344143
Life expectancy,South East England,Male,5 to 9,Years,2002,73.04483656,73.24878283,72.83965847
Life expectancy,South East England,Female,5 to 9,Years,2002,77.09018992,77.29493719,76.8958401
Life expectancy,South East England,Both,5 to 9,Years,2002,75.15290473,75.30858293,75.00346563
Life expectancy,South East England,Male,10 to 14,Years,2002,68.08341083,68.28782881,67.87897666
Life expectancy,South East England,Female,10 to 14,Years,2002,72.12635339,72.33114118,71.93304944
Life expectancy,South East England,Both,10 to 14,Years,2002,70.19044659,70.34588179,70.04061535
Life expectancy,South East England,Male,15 to 19,Years,2002,63.1269818,63.33110176,62.92299653
Life expectancy,South East England,Female,15 to 19,Years,2002,67.15758693,67.36200507,66.96453842
Life expectancy,South East England,Both,15 to 19,Years,2002,65.22833053,65.38326903,65.07877123
Life expectancy,South East England,Male,20 to 24,Years,2002,58.26085248,58.46311623,58.05903378
Life expectancy,South East England,Female,20 to 24,Years,2002,62.22190891,62.42544331,62.02943485
Life expectancy,South East England,Both,20 to 24,Years,2002,60.32997251,60.4829978,60.18218662
Life expectancy,South East England,Male,25 to 29,Years,2002,53.45909151,53.65839729,53.2603109
Life expectancy,South East England,Female,25 to 29,Years,2002,57.29740829,57.49913696,57.106641
Life expectancy,South East England,Both,25 to 29,Years,2002,55.4697804,55.62051248,55.32397291
Life expectancy,South East England,Male,30 to 34,Years,2002,48.65903403,48.85617386,48.46257551
Life expectancy,South East England,Female,30 to 34,Years,2002,52.38450924,52.58386823,52.19611656
Life expectancy,South East England,Both,30 to 34,Years,2002,50.61487158,50.76376795,50.47078841
Life expectancy,South East England,Male,35 to 39,Years,2002,43.87413797,44.06887558,43.68016811
Life expectancy,South East England,Female,35 to 39,Years,2002,47.50171596,47.69792993,47.31631561
Life expectancy,South East England,Both,35 to 39,Years,2002,45.78204533,45.92893287,45.63991462
Life expectancy,South East England,Male,40 to 44,Years,2002,39.09746645,39.28920119,38.90647918
Life expectancy,South East England,Female,40 to 44,Years,2002,42.64565168,42.83807089,42.46381467
Life expectancy,South East England,Both,40 to 44,Years,2002,40.96751437,41.11187114,40.82784045
Life expectancy,South East England,Male,45 to 49,Years,2002,34.37381194,34.56107021,34.18746821
Life expectancy,South East England,Female,45 to 49,Years,2002,37.85581997,38.04293296,37.67882539
Life expectancy,South East England,Both,45 to 49,Years,2002,36.21349093,36.35421459,36.07757625
Life expectancy,South East England,Male,50 to 54,Years,2002,29.77442953,29.95422673,29.59568747
Life expectancy,South East England,Female,50 to 54,Years,2002,33.15247885,33.33237734,32.98223781
Life expectancy,South East England,Both,50 to 54,Years,2002,31.56654177,31.70204233,31.43649806
Life expectancy,South East England,Male,55 to 59,Years,2002,25.2975537,25.46741459,25.12909001
Life expectancy,South East England,Female,55 to 59,Years,2002,28.57570786,28.74579621,28.41475415
Life expectancy,South East England,Both,55 to 59,Years,2002,27.04522822,27.17408177,26.92202
Life expectancy,South East England,Male,60 to 64,Years,2002,21.0295029,21.18576566,20.87499832
Life expectancy,South East England,Female,60 to 64,Years,2002,24.14550694,24.30337458,23.99615315
Life expectancy,South East England,Both,60 to 64,Years,2002,22.70627414,22.82622818,22.59287895
Life expectancy,South East England,Male,65 to 69,Years,2002,17.04344314,17.18322584,16.90563948
Life expectancy,South East England,Female,65 to 69,Years,2002,19.89717182,20.04085972,19.76112329
Life expectancy,South East England,Both,65 to 69,Years,2002,18.60592307,18.715709,18.50469591
Life expectancy,South East England,Male,70 to 74,Years,2002,13.4127667,13.53283619,13.29454563
Life expectancy,South East England,Female,70 to 74,Years,2002,15.8770478,16.00554599,15.75509787
Life expectancy,South East England,Both,70 to 74,Years,2002,14.80393296,14.90032647,14.71580335
Life expectancy,South East England,Male,75 to 79,Years,2002,10.18029139,10.27797717,10.08436843
Life expectancy,South East England,Female,75 to 79,Years,2002,12.21639082,12.32639167,12.11157901
Life expectancy,South East England,Both,75 to 79,Years,2002,11.37994695,11.45910371,11.30797806
Life expectancy,South East England,Male,<1 year,Years,2002,77.61360584,77.81843962,77.39968241
Life expectancy,South East England,Female,<1 year,Years,2002,81.73102836,81.93224464,81.53763735
Life expectancy,South East England,Both,<1 year,Years,2002,79.75460568,79.91200872,79.60780903
Life expectancy,South East England,Male,80 to 84,Years,2002,7.464882241,7.538586898,7.392501811
Life expectancy,South East England,Female,80 to 84,Years,2002,9.003528622,9.092306383,8.919036667
Life expectancy,South East England,Both,80 to 84,Years,2002,8.426841526,8.488570276,8.369783452
Life expectancy,South East England,Male,85 to 89,Years,2002,5.425097773,5.475180006,5.375799203
Life expectancy,South East England,Female,85 to 89,Years,2002,6.412364002,6.481396475,6.346316687
Life expectancy,South East England,Both,85 to 89,Years,2002,6.094552792,6.14343143,6.049669964
Life expectancy,South East England,Male,90 to 94,Years,2002,3.763080756,3.797179026,3.729323891
Life expectancy,South East England,Female,90 to 94,Years,2002,4.38161057,4.428897961,4.336342521
Life expectancy,South East England,Both,90 to 94,Years,2002,4.219326085,4.254437349,4.1872735
Life expectancy,England,Male,1 to 4,Years,2002,75.83832257,75.89822503,75.77288858
Life expectancy,England,Female,1 to 4,Years,2002,80.25935293,80.31427587,80.20545048
Life expectancy,England,Both,1 to 4,Years,2002,78.11253283,78.15257211,78.06535068
Life expectancy,England,Male,5 to 9,Years,2002,71.91249563,71.97089359,71.84955792
Life expectancy,England,Female,5 to 9,Years,2002,76.32499981,76.38099712,76.2687
Life expectancy,England,Both,5 to 9,Years,2002,74.18283824,74.2231758,74.1381322
Life expectancy,England,Male,10 to 14,Years,2002,66.95203294,67.01062595,66.8889119
Life expectancy,England,Female,10 to 14,Years,2002,71.36189501,71.41811527,71.30524864
Life expectancy,England,Both,10 to 14,Years,2002,69.22123019,69.26178779,69.17629025
Life expectancy,England,Male,15 to 19,Years,2002,62.00091655,62.05968395,61.9376624
Life expectancy,England,Female,15 to 19,Years,2002,66.39953854,66.45587283,66.34283264
Life expectancy,England,Both,15 to 19,Years,2002,64.26494674,64.30551266,64.22020137
Life expectancy,England,Male,20 to 24,Years,2002,57.14563074,57.20406052,57.08267971
Life expectancy,England,Female,20 to 24,Years,2002,61.47310096,61.52904999,61.41660135
Life expectancy,England,Both,20 to 24,Years,2002,59.37650594,59.41675293,59.33214065
Life expectancy,England,Male,25 to 29,Years,2002,52.35168082,52.40912755,52.28963951
Life expectancy,England,Female,25 to 29,Years,2002,56.55309534,56.60848803,56.49714456
Life expectancy,England,Both,25 to 29,Years,2002,54.52201583,54.56177831,54.47818669
Life expectancy,England,Male,30 to 34,Years,2002,47.561856,47.61857823,47.50050506
Life expectancy,England,Female,30 to 34,Years,2002,51.64317818,51.69790013,51.58788695
Life expectancy,England,Both,30 to 34,Years,2002,49.67390314,49.71320769,49.63059814
Life expectancy,England,Male,35 to 39,Years,2002,42.79194521,42.84790553,42.73137091
Life expectancy,England,Female,35 to 39,Years,2002,46.76313926,46.81704104,46.70867492
Life expectancy,England,Both,35 to 39,Years,2002,44.85082707,44.88959945,44.80810645
Life expectancy,England,Male,40 to 44,Years,2002,38.04811052,38.10302679,37.98860135
Life expectancy,England,Female,40 to 44,Years,2002,41.92257133,41.97539081,41.86919373
Life expectancy,England,Both,40 to 44,Years,2002,40.06099956,40.09905147,40.01904381
Life expectancy,England,Male,45 to 49,Years,2002,33.375641,33.428959,33.31775609
Life expectancy,England,Female,45 to 49,Years,2002,37.14938695,37.2006996,37.09749829
Life expectancy,England,Both,45 to 49,Years,2002,35.34172459,35.37877979,35.30092092
Life expectancy,England,Male,50 to 54,Years,2002,28.83375545,28.88457669,28.77846078
Life expectancy,England,Female,50 to 54,Years,2002,32.4852967,32.53445148,32.43557734
Life expectancy,England,Both,50 to 54,Years,2002,30.74385709,30.77935711,30.70485295
Life expectancy,England,Male,55 to 59,Years,2002,24.43271906,24.48026024,24.3808314
Life expectancy,England,Female,55 to 59,Years,2002,27.93714834,27.9835454,27.89021906
Life expectancy,England,Both,55 to 59,Years,2002,26.27685926,26.31023197,26.24019807
Life expectancy,England,Male,60 to 64,Years,2002,20.26166966,20.30498045,20.21435566
Life expectancy,England,Female,60 to 64,Years,2002,23.54117334,23.58407111,23.49777673
Life expectancy,England,Both,60 to 64,Years,2002,22.00658209,22.03710693,21.97270807
Life expectancy,England,Male,65 to 69,Years,2002,16.39375988,16.43218179,16.35190929
Life expectancy,England,Female,65 to 69,Years,2002,19.35484528,19.39385002,19.31567422
Life expectancy,England,Both,65 to 69,Years,2002,17.99980993,18.02717818,17.96915724
Life expectancy,England,Male,70 to 74,Years,2002,12.86746409,12.90030769,12.83178855
Life expectancy,England,Female,70 to 74,Years,2002,15.41831876,15.45330086,15.38369633
Life expectancy,England,Both,70 to 74,Years,2002,14.29572258,14.31967346,14.26826599
Life expectancy,England,Male,75 to 79,Years,2002,9.808098088,9.834322116,9.779655315
Life expectancy,England,Female,75 to 79,Years,2002,11.87802107,11.90783831,11.84863769
Life expectancy,England,Both,75 to 79,Years,2002,11.02235775,11.04244607,10.99944219
Life expectancy,England,Male,<1 year,Years,2002,76.39588556,76.45249592,76.33279342
Life expectancy,England,Female,<1 year,Years,2002,80.87938332,80.93514832,80.8233083
Life expectancy,England,Both,<1 year,Years,2002,78.69836106,78.73953261,78.65398518
Life expectancy,England,Male,80 to 84,Years,2002,7.250041167,7.269529604,7.228606701
Life expectancy,England,Female,80 to 84,Years,2002,8.799916451,8.823978615,8.776216145
Life expectancy,England,Both,80 to 84,Years,2002,8.220329219,8.235881775,8.202353389
Life expectancy,England,Male,85 to 89,Years,2002,5.335054808,5.34813172,5.320466199
Life expectancy,England,Female,85 to 89,Years,2002,6.345661514,6.364285838,6.327214844
Life expectancy,England,Both,85 to 89,Years,2002,6.02413485,6.036903699,6.010872253
Life expectancy,England,Male,90 to 94,Years,2002,3.715977871,3.724833389,3.706189125
Life expectancy,England,Female,90 to 94,Years,2002,4.353743673,4.36625601,4.341328176
Life expectancy,England,Both,90 to 94,Years,2002,4.190313286,4.19951965,4.180790661
Life expectancy,Wokingham,Male,1 to 4,Years,2002,80.31179577,80.95616121,79.61695641
Life expectancy,Wokingham,Female,1 to 4,Years,2002,82.69409983,83.39544868,81.93514489
Life expectancy,Wokingham,Both,1 to 4,Years,2002,81.59188854,82.06688892,81.09098264
Life expectancy,Wokingham,Male,5 to 9,Years,2002,76.41669891,77.05130025,75.70984421
Life expectancy,Wokingham,Female,5 to 9,Years,2002,78.77160265,79.47828709,78.01270335
Life expectancy,Wokingham,Both,5 to 9,Years,2002,77.6839437,78.15884203,77.17799511
Life expectancy,Wokingham,Male,10 to 14,Years,2002,71.44746997,72.08362011,70.7372536
Life expectancy,Wokingham,Female,10 to 14,Years,2002,73.79739271,74.50617225,73.0387769
Life expectancy,Wokingham,Both,10 to 14,Years,2002,72.71241151,73.18557318,72.20499179
Life expectancy,Wokingham,Male,15 to 19,Years,2002,66.48081674,67.11671411,65.76943832
Life expectancy,Wokingham,Female,15 to 19,Years,2002,68.82328582,69.53149262,68.06600349
Life expectancy,Wokingham,Both,15 to 19,Years,2002,67.74228844,68.21377519,67.23485489
Life expectancy,Wokingham,Male,20 to 24,Years,2002,61.57632095,62.20778965,60.87064589
Life expectancy,Wokingham,Female,20 to 24,Years,2002,63.87631444,64.58261691,63.1222767
Life expectancy,Wokingham,Both,20 to 24,Years,2002,62.81821374,63.28639308,62.31432143
Life expectancy,Wokingham,Male,25 to 29,Years,2002,56.72293009,57.34666119,56.02550193
Life expectancy,Wokingham,Female,25 to 29,Years,2002,58.93442958,59.6357297,58.18643325
Life expectancy,Wokingham,Both,25 to 29,Years,2002,57.92347357,58.38852654,57.42638269
Life expectancy,Wokingham,Male,30 to 34,Years,2002,51.89605094,52.51309619,51.20570241
Life expectancy,Wokingham,Female,30 to 34,Years,2002,53.99910218,54.6940515,53.25864383
Life expectancy,Wokingham,Both,30 to 34,Years,2002,53.04490184,53.50636525,52.5539895
Life expectancy,Wokingham,Male,35 to 39,Years,2002,47.0720079,47.68202386,46.38919021
Life expectancy,Wokingham,Female,35 to 39,Years,2002,49.08984236,49.7763483,48.35914696
Life expectancy,Wokingham,Both,35 to 39,Years,2002,48.17891788,48.63564238,47.69423012
Life expectancy,Wokingham,Male,40 to 44,Years,2002,42.2565872,42.85781701,41.58362182
Life expectancy,Wokingham,Female,40 to 44,Years,2002,44.20506746,44.88119969,43.48601256
Life expectancy,Wokingham,Both,40 to 44,Years,2002,43.32923259,43.77987539,42.85232311
Life expectancy,Wokingham,Male,45 to 49,Years,2002,37.47205711,38.06128784,36.81307632
Life expectancy,Wokingham,Female,45 to 49,Years,2002,39.37284295,40.03473835,38.66975771
Life expectancy,Wokingham,Both,45 to 49,Years,2002,38.52208493,38.96413995,38.0555576
Life expectancy,Wokingham,Male,50 to 54,Years,2002,32.76380003,33.33500186,32.12681392
Life expectancy,Wokingham,Female,50 to 54,Years,2002,34.62945733,35.27024332,33.9506576
